headword,CEFR,lemma,pos
cable,B2,cable,NOUN
cafe/café,A1,cafe,PROPN
cafeteria,A2,cafeteria,NOUN
cage,B1,cage,NOUN
cake,A1,cake,NOUN
calculate,B1,calculate,VERB
calculation,B1,calculation,NOUN
calculator,B1,calculator,NOUN
calendar,A2,calendar,NOUN
calf,B1,calf,NOUN
call,A1,call,VERB
call,A2,call,VERB
caller,B1,caller,PROPN
calm,B1,calm,NOUN
calmly,B2,calmly,ADV
calmness,B1,calmness,NOUN
camel,B1,camel,NOUN
camera,A1,camera,NOUN
camp,A1,camp,NOUN
camp,A2,camp,NOUN
campaign,B2,campaign,NOUN
camping,A2,camping,NOUN
campsite,B1,campsite,VERB
campus,A2,campus,NOUN
can,A1,can,AUX
can,A2,can,AUX
canal,B1,canal,PROPN
cancel,B1,cancel,VERB
cancer,B1,cancer,NOUN
candidate,B2,candidate,NOUN
candle,B1,candle,NOUN
candy,A1,candy,NOUN
cane,B2,cane,PROPN
canned,B1,can,VERB
cannonball,B2,cannonball,NOUN
canon,B2,canon,PROPN
canteen,B1,canteen,NOUN
cap,A1,cap,NOUN
capability,B2,capability,NOUN
capable,B1,capable,ADJ
capacity,B1,capacity,NOUN
capital,A2,capital,NOUN
capital letter,A2,capital,NOUN
capsule,B1,capsule,NOUN
captain,A2,captain,NOUN
caption,B2,caption,NOUN
captive,B2,captive,ADJ
capture,B1,capture,VERB
capture,B1,capture,VERB
car,A1,car,NOUN
car park,A2,car,NOUN
caravan,B2,caravan,PROPN
carbon,B2,carbon,NOUN
carbon dioxide,B2,carbon,NOUN
carbon footprint,B2,carbon,NOUN
carbon monoxide,B2,carbon,NOUN
card,A1,card,NOUN
cardboard,B2,cardboard,PROPN
cardigan,B2,cardigan,VERB
care,A1,care,VERB
care,B1,care,VERB
career,B1,career,NOUN
carefree,B2,carefree,NOUN
careful,A1,careful,ADJ
carefully,A1,carefully,ADV
careless,B1,careless,ADJ
carelessly,B1,carelessly,ADV
carelessness,B1,carelessness,NOUN
caring,B2,care,VERB
carnival,B2,carnival,NOUN
carpet,B1,carpet,NOUN
carpool,B2,carpool,PROPN
carriage,B1,carriage,NOUN
carrot,A2,carrot,NOUN
carry,A1,carry,VERB
carton,B1,carton,PROPN
cartoon,A1,cartoon,NOUN
carve,B2,carve,NOUN
cascade,B2,cascade,NOUN
case,A1,case,NOUN
cash,A2,cash,NOUN
cashpoint,B1,cashpoint,NOUN
cassette,A2,cassette,PROPN
cast,B2,cast,VERB
cast,B2,cast,VERB
castle,A2,castle,PROPN
casual,B1,casual,PROPN
casually,B2,casually,ADV
cat,A1,cat,NOUN
catalog/catalogue,B2,catalog,NOUN
catalyst,B2,catalyst,NOUN
catastrophe,B2,catastrophe,NOUN
catastrophic,B2,catastrophic,PROPN
catch,A1,catch,VERB
catch,A1,catch,VERB
catchy,B2,catchy,PROPN
categorization/categorisation,B2,categorization,NOUN
categorize/categorise,B1,categorize,NOUN
category,B1,category,NOUN
catering,B2,cater,VERB
cathedral,B2,cathedral,PROPN
cattle,B1,cattle,NOUN
cause,B2,cause,VERB
cause,A2,cause,VERB
caution,B1,caution,NOUN
cautious,B1,cautious,ADJ
cave,B1,cave,VERB
CD,A1,cd,NOUN
CD player,A1,cd,NOUN
CD-ROM,B1,cd,NOUN
cease,B2,cease,NOUN
ceiling,B2,ceiling,NOUN
celebrate,A1,celebrate,VERB
celebration,A1,celebration,NOUN
celebrity,B1,celebrity,NOUN
cell,B1,cell,NOUN
cellar,B2,cellar,NOUN
cellist,B2,cellist,NOUN
cello,B2,cello,PROPN
cemetery,B2,cemetery,NOUN
cent,A2,cent,NOUN
center/centre,A2,center,NOUN
centigrade,B2,centigrade,NOUN
centimeter/centimetre,A2,centimeter,NOUN
central,B1,central,ADJ
central heating,B1,central,ADJ
century,A2,century,NOUN
cereal,A2,cereal,NOUN
ceremony,B1,ceremony,NOUN
certain,A2,certain,ADJ
certainly,A2,certainly,ADV
certainty,B1,certainty,PROPN
certificate,B2,certificate,NOUN
certification,B2,certification,NOUN
certify,B2,certify,VERB
chain,A2,chain,NOUN
chair,A1,chair,NOUN
chairman,A2,chairman,NOUN
challenge,A2,challenge,NOUN
challenge,B2,challenge,NOUN
challenging,B1,challenge,VERB
champagne,A2,champagne,PROPN
champion,B1,champion,NOUN
championship,A2,championship,NOUN
chance,A2,chance,NOUN
chancellor,B2,chancellor,PROPN
change,A1,change,VERB
change,A1,change,VERB
channel,B1,channel,NOUN
chaos,B1,chaos,NOUN
chaotic,B2,chaotic,ADJ
chapter,A2,chapter,NOUN
character,A1,character,NOUN
characteristic,B2,characteristic,ADJ
characteristic,B1,characteristic,ADJ
characterize/characterise,B1,characterize,VERB
charge,B1,charge,VERB
charge,B1,charge,VERB
chariot,B1,chariot,NOUN
charity,B1,charity,NOUN
charm,B1,charm,NOUN
charming,B2,charming,ADJ
chart,A2,chart,PROPN
chase,B1,chase,NOUN
chase,B2,chase,NOUN
chat,B1,chat,NOUN
chat,A2,chat,NOUN
chat show,B1,chat,PROPN
cheap,A2,cheap,ADJ
cheat,B2,cheat,VERB
check,A1,check,VERB
check,A2,check,VERB
check-in counter/check-in,B1,check,VERB
check-in desk/check-in,B1,check,VERB
checkout,B1,checkout,NOUN
checkpoint,B2,checkpoint,NOUN
cheek,A2,cheek,VERB
cheeky,B2,cheeky,ADJ
cheer,A2,cheer,NOUN
cheerful,B1,cheerful,ADJ
cheerfully,B2,cheerfully,ADV
cheerfulness,B2,cheerfulness,NOUN
cheese,A1,cheese,PROPN
chef,A2,chef,NOUN
chemical,A2,chemical,PROPN
chemical,B1,chemical,PROPN
chemist,B1,chemist,NOUN
chemistry,B1,chemistry,NOUN
chemotherapy,B2,chemotherapy,NOUN
cheque,A2,cheque,NOUN
cherish,B1,cherish,PROPN
cherished,B2,cherish,VERB
cherry,B2,cherry,NOUN
chess,A2,chess,NOUN
chest,A2,chest,NOUN
chest of drawers,B1,chest,NOUN
chew,B2,chew,VERB
chewing gum,B1,chew,VERB
chicken,A1,chicken,NOUN
chief,B1,chief,NOUN
chief,B2,chief,NOUN
child,A1,child,NOUN
childhood,A2,childhood,NOUN
childish,B2,childish,NOUN
chili/chilli,A2,chili,PROPN
chimney,B2,chimney,NOUN
chimpanzee,A2,chimpanzee,PROPN
chin,A2,chin,PROPN
chip,B2,chip,NOUN
chirp,A2,chirp,NOUN
chocolate,A1,chocolate,NOUN
choice,A2,choice,NOUN
choir,B1,choir,PROPN
choke,B1,choke,VERB
choose,A1,choose,VERB
chop,B2,chop,VERB
Christian,B1,Christian,PROPN
chronological,B1,chronological,PROPN
chuckle,B1,chuckle,NOUN
chunk,B2,chunk,PROPN
church,A1,church,NOUN
cigarette,A2,cigarette,PROPN
cinema,A1,cinema,PROPN
circle,A1,circle,PROPN
circle,B1,circle,PROPN
circuit,B2,circuit,NOUN
circuitry,B2,circuitry,NOUN
circular,B1,circular,ADJ
circumstance,B2,circumstance,NOUN
circus,B1,circus,NOUN
citizen,A2,citizen,NOUN
citizenship,B1,citizenship,NOUN
city,A1,city,NOUN
citywide,B2,citywide,ADV
civil,B1,civil,ADJ
civilization/civilisation,B1,civilization,NOUN
claim,B1,claim,VERB
claim,A2,claim,VERB
clam,B2,clam,VERB
clap,B2,clap,NOUN
clarify,B2,clarify,VERB
class,A1,class,NOUN
classic,A2,classic,NOUN
classic,B2,classic,NOUN
classical,B1,classical,ADJ
classical music,A2,classical,ADJ
classification,B2,classification,NOUN
classify,B1,classify,VERB
classmate,A1,classmate,PROPN
classroom,A1,classroom,NOUN
clause,B2,clause,NOUN
clean,A1,clean,ADJ
clean,A1,clean,ADJ
cleaner,A2,cleaner,ADV
clear,A2,clear,ADV
clear,B1,clear,ADV
clearly,A2,clearly,ADV
clearness,B2,clearness,NOUN
clerical,B2,clerical,ADJ
clerk,A2,clerk,PROPN
clever,A1,clever,ADJ
click,B1,click,VERB
click,A2,click,VERB
client,B2,client,NOUN
cliff,B1,cliff,PROPN
climate,B1,climate,NOUN
climate change,B2,climate,NOUN
climb,A1,climb,VERB
climb,A2,climb,VERB
climber,B1,climber,VERB
climbing,A2,climb,VERB
clinic,B1,clinic,NOUN
clip,B1,clip,VERB
clock,A1,clock,NOUN
clog,B2,clog,VERB
clone,A2,clone,VERB
close,A1,close,ADV
close,A1,close,ADV
closed,A1,close,VERB
closely,B1,closely,ADV
closure,B2,closure,NOUN
cloth,A1,cloth,PROPN
clothes,A1,clothe,NOUN
clothing,B2,clothing,NOUN
cloud,A1,cloud,NOUN
cloudy,A1,cloudy,ADJ
clown,A2,clown,VERB
club,A1,club,NOUN
clue,A2,clue,NOUN
clumsy,B2,clumsy,ADJ
coach,A1,coach,NOUN
coach,B2,coach,NOUN
coaching,B2,coach,VERB
coal,B1,coal,NOUN
coalition,B2,coalition,NOUN
coarse,B2,coarse,ADV
coast,A2,coast,PROPN
coast,B1,coast,PROPN
coastal,B1,coastal,ADJ
coastline,B2,coastline,PROPN
coat,A1,coat,NOUN
cocktail,B2,cocktail,NOUN
cocoa,B2,cocoa,NOUN
coconut,B2,coconut,PROPN
cod,B1,cod,NOUN
code,A1,code,NOUN
coffee,A1,coffee,NOUN
coffin,B1,coffin,NOUN
coherence,B2,coherence,NOUN
coherent,B2,coherent,ADJ
coin,A2,coin,NOUN
coincide,B2,coincide,NOUN
coincidence,B2,coincidence,NOUN
coke,A1,coke,NOUN
cola,A2,cola,PROPN
cold,A1,cold,ADJ
cold,A1,cold,ADJ
collapse,B1,collapse,VERB
collapse,B2,collapse,VERB
collar,B1,collar,NOUN
colleague,B2,colleague,NOUN
collect,A1,collect,VERB
collection,A1,collection,NOUN
collector,B2,collector,NOUN
college,A1,college,NOUN
collocation,B2,collocation,NOUN
colon,B2,colon,NOUN
colonial,B2,colonial,PROPN
color/colour,A1,color,NOUN
color/colour,A1,color,NOUN
colorful/colourful,A2,colorful,ADJ
column,A2,column,NOUN
columnist,B1,columnist,NOUN
coma,B2,coma,NOUN
comb,A2,comb,PROPN
comb,B2,comb,PROPN
combination,B1,combination,NOUN
combine,B1,combine,VERB
come,A1,come,VERB
comedian,B1,comedian,PROPN
comedy,B1,comedy,NOUN
comet,B1,comet,NOUN
comfort,B1,comfort,NOUN
comfortable,A2,comfortable,ADJ
comfortably,B2,comfortably,ADV
comic,A2,comic,ADJ
comic,A2,comic,ADJ
comma,B1,comma,PROPN
command,B1,command,NOUN
commander,B2,commander,PROPN
commemorate,B2,commemorate,VERB
comment,B1,comment,NOUN
comment,B2,comment,NOUN
commerce,B2,commerce,NOUN
commercial,B1,commercial,ADJ
commercial,B2,commercial,ADJ
commission,B2,commission,PROPN
commit,B1,commit,VERB
commitment,A2,commitment,NOUN
committee,A2,committee,NOUN
common,A2,common,ADJ
common sense,B1,common,ADJ
commonly,B1,commonly,ADV
commonwealth,B2,commonwealth,NOUN
communicate,A2,communicate,VERB
communication,A2,communication,NOUN
communicative,B2,communicative,ADJ
community,B2,community,NOUN
commute,B2,commute,NOUN
companion,B1,companion,NOUN
company,A2,company,NOUN
comparative,A2,comparative,ADJ
compare,A2,compare,NOUN
comparison,B1,comparison,NOUN
compassion,B2,compassion,PROPN
compassionate,B2,compassionate,ADJ
compatible,B2,compatible,ADJ
compensate,B2,compensate,VERB
compensation,B2,compensation,NOUN
compete,B1,compete,VERB
competence,B2,competence,NOUN
competent,B2,competent,ADJ
competition,A2,competition,NOUN
competitive,B1,competitive,ADJ
competitor,B1,competitor,NOUN
compile,B2,compile,NOUN
complain,A2,complain,VERB
complaint,A2,complaint,PROPN
complement,B1,complement,NOUN
complete,A2,complete,ADJ
complete,B1,complete,ADJ
completely,B1,completely,ADV
completion,B2,completion,NOUN
complex,B1,complex,NOUN
complexion,B2,complexion,NOUN
complexity,B2,complexity,NOUN
complicate,B1,complicate,VERB
complicated,B1,complicated,ADJ
compliment,B1,compliment,NOUN
component,B2,component,NOUN
compose,B1,compose,VERB
composer,A2,composer,PROPN
composition,B1,composition,NOUN
compound,B1,compound,NOUN
comprehension,B2,comprehension,NOUN
comprehensive,B2,comprehensive,PROPN
compress,B2,compress,VERB
compression,B2,compression,NOUN
compromise,B1,compromise,NOUN
compromise,B2,compromise,NOUN
compulsory,B2,compulsory,ADJ
compute,B2,compute,PROPN
computer,A1,computer,NOUN
conceal,B2,conceal,NOUN
concede,B2,concede,VERB
conceit,B2,conceit,PROPN
conceivable,B2,conceivable,ADJ
conceive,B2,conceive,VERB
concentrate,A2,concentrate,VERB
concentration,B1,concentration,NOUN
concept,B1,concept,NOUN
conception,B2,conception,NOUN
concern,A2,concern,NOUN
concern,B2,concern,NOUN
concerned,B1,concern,VERB
concerning,B2,concern,VERB
concert,A1,concert,X
concession,B2,concession,NOUN
conclude,B1,conclude,VERB
conclusion,B1,conclusion,NOUN
concrete,B2,concrete,NOUN
concrete,B2,concrete,NOUN
condemn,B2,condemn,NOUN
condition,A2,condition,NOUN
conduct,B1,conduct,NOUN
conduct,B2,conduct,NOUN
conductor,B2,conductor,NOUN
cone,B2,cone,NOUN
conference,B2,conference,NOUN
conferencing,B2,conference,VERB
confess,B2,confess,PROPN
confession,B2,confession,NOUN
confidence,B1,confidence,NOUN
confident,A2,confident,ADJ
confidently,B2,confidently,ADV
confine,B2,confine,NOUN
confirm,B1,confirm,VERB
confirmation,B1,confirmation,NOUN
conflict,B1,conflict,NOUN
confront,B2,confront,PROPN
confuse,A2,confuse,NOUN
confused,A2,confuse,VERB
confusing,B1,confuse,VERB
confusion,B1,confusion,NOUN
congratulate,B1,congratulate,VERB
conjunction,B2,conjunction,NOUN
connect,B1,connect,VERB
connection/connexion,B1,connection,NOUN
conquer,B1,conquer,NOUN
conquest,B2,conquest,NOUN
conscience,B2,conscience,NOUN
conscious,B1,conscious,ADJ
consciousness,B2,consciousness,NOUN
consensus,B2,consensus,NOUN
consent,B2,consent,NOUN
consequence,A2,consequence,NOUN
consequently,B1,consequently,ADV
conservation,B1,conservation,NOUN
conservative,B1,conservative,ADJ
consider,A2,consider,VERB
considerable,B1,considerable,ADJ
considerably,B2,considerably,ADV
consideration,B1,consideration,NOUN
considering,B2,consider,VERB
considering,B2,consider,VERB
consist,A2,consist,VERB
consistent,B2,consistent,ADJ
consolation,B2,consolation,NOUN
console,B2,console,NOUN
consonant,B1,consonant,ADJ
constant,B2,constant,ADJ
constantly,B1,constantly,ADV
constitute,B1,constitute,VERB
constitution,B1,constitution,NOUN
construct,B1,construct,VERB
construction,B1,construction,NOUN
consult,B2,consult,VERB
consultant,B2,consultant,NOUN
consume,B1,consume,VERB
consumer,B1,consumer,NOUN
consumption,B1,consumption,NOUN
contact,A2,contact,NOUN
contact,A2,contact,NOUN
contain,B1,contain,VERB
container,A2,container,NOUN
contaminate,B2,contaminate,VERB
contemporary,B2,contemporary,PROPN
contempt,B2,contempt,NOUN
content,B2,content,NOUN
content,B1,content,NOUN
contest,A1,contest,NOUN
context,A2,context,NOUN
continent,A2,continent,NOUN
continual,B1,continual,PROPN
continually,B1,continually,ADV
continue,A2,continue,VERB
continuous,B1,continuous,ADJ
continuously,B1,continuously,ADV
contract,B2,contract,NOUN
contradict,B2,contradict,VERB
contradiction,B2,contradiction,NOUN
contradictory,B2,contradictory,ADJ
contrary,B1,contrary,ADJ
contrast,A2,contrast,NOUN
contribute,B1,contribute,VERB
contribution,B1,contribution,NOUN
control,A2,control,NOUN
control,B1,control,NOUN
controversial,B1,controversial,ADJ
controversy,B2,controversy,NOUN
convenience,A2,convenience,NOUN
convenient,A2,convenient,ADJ
conveniently,B2,conveniently,ADV
convention,B2,convention,NOUN
conventional,B2,conventional,ADJ
conversation,A1,conversation,NOUN
converse,B2,converse,NOUN
conversely,B2,conversely,ADV
conversion,B2,conversion,NOUN
convert,B2,convert,VERB
convey,B1,convey,VERB
convince,B1,convince,NOUN
convinced,B2,convince,VERB
cook,A1,cook,VERB
cook,A1,cook,VERB
cooker,A2,cooker,NOUN
cookie,A1,cookie,PROPN
cooking,A2,cook,VERB
cool,A1,cool,ADJ
cool,B2,cool,ADJ
cooler,A2,cool,ADJ
cooperate,B2,cooperate,VERB
cooperation,B2,cooperation,NOUN
cooperative,B2,cooperative,ADJ
cop,A1,cop,NOUN
cope,B2,cope,VERB
copper,B2,copper,NOUN
copy,A1,copy,NOUN
copy,A2,copy,NOUN
copyright,B1,copyright,NOUN
coral,B2,coral,PROPN
core,B2,core,NOUN
corn,A1,corn,NOUN
corner,A1,corner,NOUN
cornerstone,B2,cornerstone,NOUN
cornet,B2,cornet,PROPN
corona,B2,corona,PROPN
corporal,B2,corporal,NOUN
corporate,B2,corporate,ADJ
corporation,B2,corporation,NOUN
correct,A1,correct,ADJ
correct,B2,correct,ADJ
correction,B1,correction,NOUN
correctly,A2,correctly,ADV
correctness,B2,correctness,PROPN
correspond,B2,correspond,VERB
correspondence,B2,correspondence,NOUN
correspondent,B2,correspondent,NOUN
corresponding,B2,correspond,VERB
corridor,B2,corridor,PROPN
corrupt,B2,corrupt,ADJ
corruption,B2,corruption,NOUN
cost,A2,cost,NOUN
cost,A2,cost,NOUN
costly,B2,costly,ADJ
costume,B2,costume,NOUN
cottage,B2,cottage,NOUN
cotton,B1,cotton,NOUN
couch,A1,couch,NOUN
cough,B2,cough,PROPN
cough,B1,cough,PROPN
could,A1,could,AUX
council,B1,council,PROPN
counseling/counselling,B1,counseling,NOUN
count,B1,count,NOUN
count,A2,count,NOUN
counter,B2,counter,PROPN
counter,B1,counter,PROPN
countless,B1,countless,NOUN
country,A2,country,NOUN
countryman,B2,countryman,NOUN
countryside,A2,countryside,NOUN
countrywide,B2,countrywide,NOUN
county,B1,county,PROPN
couple,A2,couple,NOUN
courage,B1,courage,NOUN
courageous,B1,courageous,ADJ
courgette,B1,courgette,PROPN
course,A1,course,NOUN
court,A2,court,NOUN
courtesy,B2,courtesy,VERB
cousin,A1,cousin,PROPN
cover,A1,cover,VERB
cover,A2,cover,VERB
cow,A1,cow,NOUN
coward,B2,coward,ADV
cowardly,B2,cowardly,ADV
coziness/cosiness,B2,coziness,ADJ
cozy/cosy,B2,cozy,PROPN
crab,B2,crab,PROPN
crack,B2,crack,VERB
crack,B2,crack,VERB
craft,B1,craft,VERB
craftsman,B2,craftsman,PROPN
crash,B1,crash,NOUN
crash,B1,crash,NOUN
crater,B2,crater,PROPN
crawl,B2,crawl,NOUN
crazy,A2,crazy,ADJ
cream,A2,cream,NOUN
cream,A1,cream,NOUN
crease,B2,crease,VERB
create,A2,create,VERB
creation,B2,creation,NOUN
creative,A2,creative,ADJ
creatively,B2,creatively,ADV
creativity,A2,creativity,NOUN
creator,B1,creator,NOUN
creature,A2,creature,NOUN
credit,A2,credit,NOUN
credit card,A1,credit,NOUN
creek,B2,creek,NOUN
creepy,B2,creepy,PROPN
crew,B2,crew,NOUN
cricket,A2,cricket,NOUN
crime,A2,crime,NOUN
criminal,B2,criminal,PROPN
criminal,B1,criminal,PROPN
cripple,B2,cripple,NOUN
crisis,B1,crisis,NOUN
crisp,A2,crisp,ADJ
critic,B1,critic,NOUN
critical,B1,critical,ADJ
critically,B2,critically,ADV
criticism,B2,criticism,NOUN
criticize/criticise,A2,criticize,VERB
crocodile,B2,crocodile,PROPN
crop,B1,crop,NOUN
cross,A2,cross,VERB
cross,A2,cross,VERB
crossing,B1,cross,VERB
crossly,B2,crossly,ADV
crossroads,B1,crossroad,NOUN
crow,B1,crow,NOUN
crowd,A2,crowd,VERB
crowded,A2,crowd,VERB
crown,A2,crown,PROPN
crucial,B2,crucial,ADJ
cruel,B1,cruel,ADJ
cruelly,B2,cruelly,ADV
cruelty,B2,cruelty,NOUN
cruise,A2,cruise,NOUN
cruise,B2,cruise,NOUN
crush,B1,crush,NOUN
cry,A1,cry,VERB
cry,A2,cry,VERB
crystallize/crystallise,B2,crystallize,NOUN
cube,B2,cube,NOUN
cubism,B2,cubism,PROPN
cucumber,B1,cucumber,PROPN
cuff,B2,cuff,PROPN
culmination,B2,culmination,NOUN
cultivate,B1,cultivate,VERB
cultural,B1,cultural,ADJ
culturally,B2,culturally,ADV
culture,A1,culture,NOUN
cup,A1,cup,PROPN
cupboard,A2,cupboard,NOUN
cure,B1,cure,VERB
cure,B2,cure,VERB
curiosity,B1,curiosity,NOUN
curious,B1,curious,ADJ
curiously,B1,curiously,ADV
curl,B2,curl,VERB
curly,B1,curly,PROPN
currency,B1,currency,NOUN
current,B1,current,ADJ
currently,B1,currently,ADV
curriculum,B1,curriculum,NOUN
curry,A2,curry,PROPN
curse,A2,curse,VERB
cursor,B2,cursor,NOUN
curtain,B1,curtain,NOUN
curve,B1,curve,NOUN
cushion,B1,cushion,NOUN
custom,A2,custom,NOUN
customer,A2,customer,NOUN
customs,B1,custom,NOUN
cut,B1,cut,VERB
cut,A1,cut,VERB
cute,A1,cute,ADJ
CV,B1,CV,PROPN
cyberaddict,B2,cyberaddict,ADJ
cybercafe/cybercafé,B2,cybercafe,PROPN
cybercrime,B2,cybercrime,NOUN
cyberpet,B2,cyberpet,NOUN
cyberschool,B2,cyberschool,NOUN
cyberspace,B2,cyberspace,NOUN
cycle,B1,cycle,NOUN
cycle,B1,cycle,NOUN
cycling,A2,cycling,NOUN
cyclist,B2,cyclist,NOUN
dad,A1,dad,NOUN
daddy,A1,daddy,NOUN
daft,B2,daft,NOUN
daily,A2,daily,ADV
daily,A2,daily,ADV
daisy,B1,daisy,NOUN
dam,A2,dam,NOUN
damage,B1,damage,NOUN
damage,B1,damage,NOUN
damaged,B1,damage,VERB
damn,B2,damn,INTJ
damn,B2,damn,INTJ
damn,B2,damn,INTJ
damp,B1,damp,PROPN
dance,A1,dance,NOUN
dance,A1,dance,NOUN
dancer,A2,dancer,NOUN
dancing,A1,dance,VERB
dandelion,B2,dandelion,NOUN
danger,A2,danger,NOUN
dangerous,A2,dangerous,ADJ
dangerously,B1,dangerously,ADV
dare,B1,dare,VERB
dark,A1,dark,ADJ
darkness,B1,darkness,NOUN
darling,B2,darling,NOUN
darling,B2,darling,NOUN
dash,B2,dash,NOUN
dash,B2,dash,NOUN
data,B2,datum,NOUN
database,B2,database,NOUN
date,A1,date,NOUN
date,B1,date,NOUN
dated,B2,date,VERB
dating,B1,date,VERB
daughter,A1,daughter,PROPN
daughter-in-law,B2,daughter,NOUN
dawn,B2,dawn,NOUN
day,A1,day,NOUN
daylight,A2,daylight,NOUN
daytime,B2,daytime,NOUN
daze,B1,daze,NOUN
dazzle,B1,dazzle,NOUN
de facto,B2,de,X
dead,A2,dead,ADJ
deadline,B1,deadline,NOUN
deadly,B1,deadly,ADJ
deaf,B1,deaf,ADJ
deal,A2,deal,NOUN
deal,B1,deal,NOUN
dealer,B1,dealer,NOUN
dear,A1,dear,ADJ
dear,B2,dear,ADJ
dearly,B2,dearly,ADV
death,A2,death,NOUN
debate,A2,debate,NOUN
debit,B2,debit,NOUN
debit,B2,debit,NOUN
debit card,B2,debit,NOUN
debris,B1,debris,NOUN
debt,B1,debt,NOUN
decade,B2,decade,NOUN
decay,B2,decay,VERB
deceive,B2,deceive,NOUN
December,A1,December,PROPN
decent,B2,decent,ADJ
deceptive,B2,deceptive,ADJ
decide,A2,decide,VERB
decision,B1,decision,NOUN
decisive,B2,decisive,ADJ
deck,B2,deck,NOUN
declaration,B1,declaration,NOUN
declare,B1,declare,VERB
decline,B1,decline,NOUN
decline,B2,decline,NOUN
decomposition,B2,decomposition,NOUN
decorate,B2,decorate,VERB
decoration,B2,decoration,NOUN
decorative,B2,decorative,ADJ
decrease,B1,decrease,NOUN
decrease,B1,decrease,NOUN
dedicate,B1,dedicate,VERB
dedication,B2,dedication,NOUN
deduce,B2,deduce,NOUN
deduction,B2,deduction,NOUN
deed,B1,deed,NOUN
deem,B2,deem,VERB
deep,B2,deep,ADJ
deep,A2,deep,ADJ
deeply,A2,deeply,ADV
deer,B2,deer,NOUN
defeat,B2,defeat,NOUN
defeat,B1,defeat,NOUN
defend,B1,defend,VERB
defender,B1,defender,NOUN
defense/defence,B1,defense,NOUN
deficiency,B1,deficiency,NOUN
deficit,B2,deficit,NOUN
define,B1,define,VERB
definite,B1,definite,ADJ
definite article,B1,definite,ADJ
definitely,B1,definitely,ADV
definition,B1,definition,NOUN
deforestation,B2,deforestation,NOUN
defy,B2,defy,NOUN
degree,A2,degree,NOUN
dehumanize/dehumanise,B2,dehumanize,NOUN
delay,A2,delay,NOUN
delay,B1,delay,NOUN
delegate,B2,delegate,NOUN
delete,B1,delete,ADJ
deliberate,B2,deliberate,VERB
deliberately,B2,deliberately,ADV
delicacy,B2,delicacy,NOUN
delicate,B1,delicate,ADJ
delicately,B2,delicately,ADV
delicious,A1,delicious,PROPN
delight,B1,delight,NOUN
delight,B2,delight,NOUN
delighted,B1,delight,VERB
delightful,B1,delightful,ADJ
deliver,B1,deliver,VERB
delivery,B1,delivery,NOUN
demand,B1,demand,NOUN
demand,B1,demand,NOUN
demanding,B2,demand,VERB
democracy,B1,democracy,NOUN
democratic,B1,democratic,ADJ
demolish,B2,demolish,VERB
demonstrate,B1,demonstrate,VERB
demonstration,B1,demonstration,NOUN
denim,B2,denim,PROPN
dense,B2,dense,ADJ
densely,B2,densely,ADV
dental,B2,dental,PROPN
dentist,A2,dentist,NOUN
deny,B1,deny,VERB
depart,B1,depart,NOUN
department,B1,department,PROPN
department store,A2,department,NOUN
departure,B1,departure,NOUN
depend,A2,depend,VERB
dependable,B2,dependable,ADJ
dependent,B1,dependent,ADJ
deposit,B1,deposit,NOUN
deposit,B2,deposit,NOUN
depressed,B1,depressed,ADJ
depressing,B1,depress,VERB
depression,B1,depression,NOUN
deprive,B1,deprive,NOUN
depth,B1,depth,NOUN
deputy,B2,deputy,NOUN
derive,B1,derive,VERB
descend,B2,descend,VERB
describe,A1,describe,VERB
description,A2,description,NOUN
descriptive,B2,descriptive,ADJ
desert,A2,desert,PROPN
deserve,B1,deserve,VERB
design,A1,design,NOUN
design,B1,design,NOUN
designer,B2,designer,NOUN
designer,B1,designer,NOUN
desirable,B2,desirable,ADJ
desire,B1,desire,VERB
desire,B2,desire,VERB
desk,A1,desk,NOUN
desktop,B2,desktop,NOUN
desolation,B2,desolation,NOUN
despair,B1,despair,NOUN
desperate,B1,desperate,ADJ
desperately,B2,desperately,ADV
desperation,B2,desperation,NOUN
despise,B2,despise,NOUN
despite,B1,despite,SCONJ
dessert,A2,dessert,NOUN
destination,B1,destination,NOUN
destiny,B2,destiny,NOUN
destroy,A2,destroy,VERB
destruction,B1,destruction,NOUN
destructive,B1,destructive,ADJ
detach,B2,detach,PROPN
detachment,B2,detachment,NOUN
detail,A2,detail,NOUN
detailed,B2,detail,VERB
detect,B2,detect,VERB
detective,B1,detective,NOUN
determination,B1,determination,NOUN
determine,B1,determine,VERB
determined,B2,determine,VERB
determiner,B2,determiner,NOUN
devastate,B1,devastate,VERB
devastating,B1,devastate,VERB
develop,A2,develop,VERB
developed,A2,develop,VERB
developing,B2,develop,VERB
development,B1,development,NOUN
device,B1,device,NOUN
devil,B2,devil,NOUN
devote,B2,devote,VERB
devoted,B2,devote,VERB
devotion,B1,devotion,NOUN
diagram,B1,diagram,PROPN
dial,B1,dial,NOUN
dial,B1,dial,NOUN
dialog/dialogue,B1,dialog,NOUN
diameter,B1,diameter,NOUN
diamond,A2,diamond,NOUN
diaper,B1,diaper,NOUN
diarrhea/diarrhoea,B2,diarrhea,PROPN
diary,A2,diary,NOUN
dictator,B2,dictator,NOUN
dictionary,A1,dictionary,PROPN
did,A1,do,VERB
die,A2,die,VERB
